1BDP_to_1MB_fct_us_mean,1BDP_to_1MB_fct_us_p95,1BDP_to_1MB_fct_us_p99,1BDP_to_1MB_flow_count,1BDP_to_1MB_slowdown_mean,1BDP_to_1MB_slowdown_p95,1BDP_to_1MB_slowdown_p99,8KB_to_1BDP_fct_us_mean,8KB_to_1BDP_fct_us_p95,8KB_to_1BDP_fct_us_p99,8KB_to_1BDP_flow_count,8KB_to_1BDP_slowdown_mean,8KB_to_1BDP_slowdown_p95,8KB_to_1BDP_slowdown_p99,arm,cdf,completion_releases,elapsed_seconds,failures,flow_count,flow_sha256,git_sha,grant_binding_rate_changes,grant_binding_updates,grant_bytes_sent,grant_event_rate_changes,grants_received,grants_sent,gt_1MB_fct_us_mean,gt_1MB_fct_us_p95,gt_1MB_fct_us_p99,gt_1MB_flow_count,gt_1MB_slowdown_mean,gt_1MB_slowdown_p95,gt_1MB_slowdown_p99,guard_adaptive_grant_updates,guard_concurrency_limited_allocations,guard_concurrency_max_deferred_flows,guard_concurrency_min_bdps,guard_grant_refresh_bdps,guard_min_share_fraction,guard_rebalance_events,guard_receiver_concurrency,guard_remaining_aware,guard_remaining_exponent,guard_remaining_refresh_events,guard_sender_srpt_enabled,guard_sender_srpt_forced_rr,guard_sender_srpt_non_rr,guard_sender_srpt_selections,guard_srpt_quantum_packets,guard_tail_bypass_bdps,guard_tail_bypass_enabled,guard_tail_bypass_feedbacks,guard_tail_bypass_flows,homa_completion_notices_received,homa_completion_notices_sent,homa_data_bytes,homa_data_packets,homa_grants_received,homa_grants_sent,homa_max_pending_messages,homa_messages_completed,homa_messages_tracked,homa_resends_received,homa_resends_sent,homa_retransmit_packets,hpcc_actual_rate_changes,hpcc_fast_computations,hpcc_feedback_updates,hpcc_full_computations,hpcc_rate_updates_applied,hpcc_valid_feedback,int_hops_after_strip,int_hops_before_strip,int_records_stripped,irn_nacks_generated,irn_nacks_received,irn_retransmit_bytes,irn_retransmit_packets,le_8KB_fct_us_mean,le_8KB_fct_us_p95,le_8KB_fct_us_p99,le_8KB_flow_count,le_8KB_slowdown_mean,le_8KB_slowdown_p95,le_8KB_slowdown_p99,long_to_small_slowdown_mean_ratio,max_active_flows,output_bytes,output_dir,output_id,overall_fct_us_mean,overall_fct_us_p95,overall_fct_us_p99,overall_flow_count,overall_slowdown_mean,overall_slowdown_p95,overall_slowdown_p99,passed,pfc_cumulative_pause_ns,pfc_matched_intervals,pfc_max_pause_ns,pfc_pause_count,pfc_pause_events,pfc_resume_count,pfc_resume_events,pfc_unmatched_pauses,pfc_unmatched_resumes,proactive_releases,queue_bytes_max,queue_bytes_mean,queue_bytes_p95,queue_bytes_p99,queue_sample_count,reactive_binding_rate_changes,reactive_binding_updates,recovery_nacks_generated,recovery_nacks_received,registrations,seed,selected_registrations,switch_drops_egress,switch_drops_ingress,switch_drops_total,tie_binding_rate_changes,tie_binding_updates,timeout_recoveries,workload
44.029893081761,134.38154999999992,204.40684999999996,318.0,1.2596088402168117,1.9616186522103551,2.63178185905226,8.866077167859984,14.70624999999999,18.022249999999993,2514.0,1.0304239414645313,1.1148202739536315,1.3117394676757428,guard,AliStorage2019,0.0,3,[],9991,3a47fb81b8af00e5e59370536ae550a8010960af3c67649b4f35d9d7d5c796da,9710c13f5c6f2b1551bead416df08f1f05dd1107,0.0,16.0,417830.0,360.0,4445.0,4445.0,230.6029677419355,418.11279999999977,633.1248299999999,124.0,1.6449541278932356,2.737121989029435,4.27064379288492,0.0,129.0,1.0,12.0,1.0,0.0,0.0,1.0,1.0,1.0,3533.0,1.0,68.0,22335.0,398263.0,64.0,8.0,1.0,22399.0,574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,2301.0,539.0,539.0,620.0,50464.0,98581.0,48117.0,0.0,0.0,0.0,0.0,6.83228130774698,9.115,9.348,7035.0,1.0077137307432595,1.029052156346539,1.0669056307431966,1.6323625229160732,3.0,3133669,mix/output/979639075,979639075,11.305243819437495,15.5375,161.8989,9991.0,1.029354599906753,1.0960393003971154,1.5059710451042665,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0,423078.0,2479.963,0.0,110090.0,400020.0,172.0,172.0,0.0,0.0,574.0,71,574.0,0.0,0.0,0.0,13.0,351.0,0.0,AliStorage2019
48.97732389937107,152.19504999999995,231.82197999999994,318.0,1.4189174567390066,2.6645883613852606,3.6859453106212148,8.976130867143993,15.104949999999995,18.399969999999996,2514.0,1.041577639901469,1.146518290502201,1.3510604796366474,homa,AliStorage2019,0.0,4,[],9991,3a47fb81b8af00e5e59370536ae550a8010960af3c67649b4f35d9d7d5c796da,9710c13f5c6f2b1551bead416df08f1f05dd1107,0.0,0.0,0.0,0.0,0.0,0.0,240.02037903225806,424.66075,774.6617100000001,124.0,1.710395532049409,3.1330011236315576,5.1136749317686245,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,64.0,8.0,1.0,0.0,0.0,9991.0,9991.0,393291669.0,398263.0,261663.0,261663.0,3.0,9991.0,9991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.856863397299218,9.171,9.404639999999999,7035.0,1.010207623157241,1.0353456453508132,1.0751553110814418,1.693112873870268,0.0,1109950,mix/output/317575011,317575011,11.624596436793112,15.652999999999999,161.7116000000004,9991.0,1.0397999812672019,1.1111350861322955,1.7326859872331966,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486124.0,4089.081,4448.0,136776.0,400020.0,0.0,0.0,0.0,0.0,0.0,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AliStorage2019
54.79955974842767,186.6394,265.75562999999966,318.0,1.5468194530844448,2.7614460007554635,3.7737122323088927,10.408066825775657,21.45705,30.713109999999993,2514.0,1.1823616686307035,1.8683797368492425,2.5764347427182486,hpcc,AliStorage2019,0.0,5,[],9991,3a47fb81b8af00e5e59370536ae550a8010960af3c67649b4f35d9d7d5c796da,9710c13f5c6f2b1551bead416df08f1f05dd1107,0.0,0.0,0.0,0.0,0.0,0.0,276.9670564516129,608.8865499999997,1069.3247099999999,124.0,1.9781658893141434,4.266415445529949,7.411451651465646,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,64.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5357.0,0.0,16196.0,6205.0,6205.0,16196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.703860270078181,14.602800000000002,22.999319999999994,7035.0,1.1116203302826229,1.6834360642403627,2.65042183933396,1.779533744953375,0.0,1247111,mix/output/116131683,116131683,13.225173856470823,23.1305,186.1189000000002,9991.0,1.1540273661126663,1.9033966782351461,2.787426847806649,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322528.0,1792.494,470.0,63297.0,400020.0,0.0,0.0,0.0,0.0,0.0,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AliStorage2019
43.34857877813505,111.305,169.65399999999997,311.0,1.1991939463122367,1.6432143024358805,2.098447003999285,8.896281102362204,14.361400000000001,18.05022000000001,2540.0,1.0316821386333794,1.1396951367410422,1.2780605099141098,guard,AliStorage2019,0.0,3,[],9596,72d1dfdc0b057bc199f89b38f3ad22b9f10806773b9079d853f85179eadd5282,9710c13f5c6f2b1551bead416df08f1f05dd1107,1.0,16.0,382580.0,352.0,4070.0,4070.0,201.31558878504674,367.99530000000004,444.93371999999994,107.0,1.5014795296464465,2.431502655230115,2.9298696099671364,0.0,114.0,1.0,12.0,1.0,0.0,0.0,1.0,1.0,1.0,3201.0,1.0,58.0,17258.0,370017.0,64.0,8.0,1.0,21521.0,556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,1999.0,389.0,389.0,459.0,45852.0,90260.0,44408.0,0.0,0.0,0.0,0.0,6.829257909008738,9.088149999999999,9.385629999999999,6638.0,1.007380543865098,1.0294223252392012,1.0693960320207123,1.4904789841241117,3.0,1054803,mix/output/165389605,165389605,10.728568570237599,15.34275,138.56684999999933,9596.0,1.025539006802895,1.1053390023937322,1.3825852669509293,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.0,251790.0,1446.617,0.0,52634.0,400020.0,68.0,68.0,0.0,0.0,556.0,72,556.0,0.0,0.0,0.0,5.0,305.0,0.0,AliStorage2019
47.06680707395498,134.91899999999998,179.1599,311.0,1.30853019879034,2.2267666844470417,2.5695950535085874,8.999447637795276,14.671900000000006,18.297720000000005,2540.0,1.0424464996668046,1.171979810275228,1.336282366996862,homa,AliStorage2019,0.0,3,[],9596,72d1dfdc0b057bc199f89b38f3ad22b9f10806773b9079d853f85179eadd5282,9710c13f5c6f2b1551bead416df08f1f05dd1107,0.0,0.0,0.0,0.0,0.0,0.0,200.5383738317757,332.0345,443.08677999999986,107.0,1.4986603479294565,2.429558239595787,2.8423736428017174,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,64.0,8.0,1.0,0.0,0.0,9596.0,9596.0,365249299.0,370017.0,236521.0,236521.0,3.0,9596.0,9596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.853652756854474,9.14515,9.411,6638.0,1.009807486189859,1.0349171637844878,1.0733483705420492,1.484105008553765,0.0,1087479,mix/output/36250918,36250918,10.884590141725718,15.41625,142.10574999999767,9596.0,1.0335791737738866,1.1203492877851091,1.573699637941674,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291557.0,2372.573,3336.0,105836.0,400020.0,0.0,0.0,0.0,0.0,0.0,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AliStorage2019
52.12947266881029,163.9145,255.26389999999975,311.0,1.4198413847527709,2.4462437930784215,3.6779425556782694,10.10881220472441,19.33440000000001,25.956180000000018,2540.0,1.1531940684695943,1.6848952522763616,2.327945256709939,hpcc,AliStorage2019,0.0,5,[],9596,72d1dfdc0b057bc199f89b38f3ad22b9f10806773b9079d853f85179eadd5282,9710c13f5c6f2b1551bead416df08f1f05dd1107,0.0,0.0,0.0,0.0,0.0,0.0,231.17046728971965,501.0169000000001,595.8100399999998,107.0,1.7227080277130609,3.365916897559817,4.047536759716497,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,64.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4606.0,0.0,14837.0,5241.0,5241.0,14837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.460434317565531,12.32304999999999,20.167630000000003,6638.0,1.083634662233054,1.4291789112769793,2.3457166162961123,1.589749837055843,0.0,1209903,mix/output/729871080,729871080,12.103611087953313,21.048250000000003,160.15384999999972,9596.0,1.1200688048602743,1.6666970015979365,2.4363424284886124,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257904.0,1304.276,0.0,42250.0,400020.0,0.0,0.0,0.0,0.0,0.0,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AliStorage2019
46.92328965517242,114.82565000000007,270.3095700000002,290.0,1.2322149145486871,1.8262720715355325,3.0180429679559158,9.027705371248025,14.669349999999996,17.690880000000007,2532.0,1.0300060768563701,1.1175010464540729,1.268318847436105,guard,AliStorage2019,0.0,3,[],9551,0a6fd69bfc041c01cc9a56c6fb1462964b3789cecc0b7f8375366e155e319c83,9710c13f5c6f2b1551bead416df08f1f05dd1107,0.0,24.0,431836.0,495.0,4594.0,4594.0,225.28456716417912,447.83604999999994,606.5980599999989,134.0,1.7059105945601716,3.556775675467813,4.105541926272576,0.0,131.0,1.0,12.0,1.0,0.0,0.0,1.0,1.0,1.0,3609.0,1.0,72.0,23108.0,403661.0,64.0,8.0,1.0,23355.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,2403.0,518.0,518.0,607.0,51824.0,100539.0,48715.0,0.0,0.0,0.0,0.0,6.839836391205458,9.1143,9.403060000000002,6595.0,1.0079677725494711,1.0305151797783156,1.0666397973120354,1.692425731276488,3.0,1051385,mix/output/691818524,691818524,11.701681185216207,15.745000000000001,161.715,9551.0,1.0304111811804286,1.0983310178114343,1.446175067941768,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,495950.0,2544.177,0.0,109000.0,400020.0,126.0,126.0,0.0,0.0,580.0,73,580.0,0.0,0.0,0.0,5.0,368.0,0.0,AliStorage2019
53.67486206896552,148.48640000000015,245.48182000000057,290.0,1.462872806313135,2.853409798463364,4.108069119244198,9.13387954186414,15.013149999999992,18.176650000000002,2532.0,1.040633227673501,1.1508260807042583,1.298095778055862,homa,AliStorage2019,0.0,4,[],9551,0a6fd69bfc041c01cc9a56c6fb1462964b3789cecc0b7f8375366e155e319c83,9710c13f5c6f2b1551bead416df08f1f05dd1107,0.0,0.0,0.0,0.0,0.0,0.0,232.75423880597015,500.1258999999999,647.109459999999,134.0,1.7721529118064543,3.5180894225152644,5.2456486842267935,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,64.0,8.0,1.0,0.0,0.0,9551.0,9551.0,398903288.0,403661.0,269577.0,269577.0,3.0,9551.0,9551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.864624564063685,9.1633,9.423180000000002,6595.0,1.0105215902426063,1.0353858416173876,1.0721354410053812,1.7537011865139815,0.0,1081380,mix/output/676524733,676524733,12.056743796461104,16.0185,168.28300000000002,9551.0,1.0429248062121421,1.1175260702673362,1.8287875700028398,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548216.0,4290.032,5560.0,140112.0,400020.0,0.0,0.0,0.0,0.0,0.0,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AliStorage2019
57.77765172413793,166.24650000000003,252.88677000000092,290.0,1.5374987562104951,2.6084348669803976,3.689405618916164,10.759962875197472,21.806299999999997,32.03803000000002,2532.0,1.2005275073582968,1.984899998925087,2.6907666187635955,hpcc,AliStorage2019,0.0,5,[],9551,0a6fd69bfc041c01cc9a56c6fb1462964b3789cecc0b7f8375366e155e319c83,9710c13f5c6f2b1551bead416df08f1f05dd1107,0.0,0.0,0.0,0.0,0.0,0.0,278.7985074626866,589.8074499999997,1171.2255499999942,134.0,2.1129947483648848,4.229549978530967,8.63711538828845,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,64.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5634.0,0.0,16017.0,6466.0,6466.0,16017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7517272175890835,14.671800000000005,22.19400000000006,6595.0,1.1165579745609913,1.6860867341916244,2.5441095242346377,1.8924183038464018,0.0,1212728,mix/output/247415514,247415514,13.870943984923045,23.872,185.8615,9551.0,1.165579669819169,1.954238184748054,2.8790867541631195,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416501.0,1875.393,1090.0,66894.0,400020.0,0.0,0.0,0.0,0.0,0.0,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AliStorage2019
47.67582534246576,124.15159999999992,226.05102999999826,292.0,1.2448872906327977,1.81245065028018,2.6360922116350496,8.950520769230769,14.625350000000001,18.216130000000003,2600.0,1.0303030968115399,1.1140794436720134,1.2827859889195254,guard,AliStorage2019,0.0,3,[],9860,867b909fb5fe8adad07da2d939f2cb1addc50baa601a43d06f67f022ebd528b6,9710c13f5c6f2b1551bead416df08f1f05dd1107,1.0,28.0,459190.0,402.0,4885.0,4885.0,222.10190070921985,343.87,613.5837999999992,141.0,1.6442542502404907,2.7653351933354293,3.6323489329995593,0.0,168.0,2.0,12.0,1.0,0.0,0.0,1.0,1.0,1.0,3927.0,1.0,59.0,28615.0,423074.0,64.0,8.0,1.0,23478.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,2661.0,543.0,543.0,634.0,51936.0,102830.0,50894.0,0.0,0.0,0.0,0.0,6.781029588399004,9.115,9.400959999999998,6827.0,1.007953829888911,1.0308097756352956,1.0704684882839186,1.6312793319329992,3.0,1082540,mix/output/705207846,705207846,11.643321703853955,15.573149999999998,172.55781999999996,9860.0,1.0299630615121993,1.1017066262467887,1.4807665946678814,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,376050.0,2462.172,254.0,111180.0,400020.0,139.0,139.0,0.0,0.0,550.0,74,550.0,0.0,0.0,0.0,6.0,376.0,0.0,AliStorage2019
