1BDP_to_1MB_fct_us_mean,1BDP_to_1MB_fct_us_p95,1BDP_to_1MB_fct_us_p99,1BDP_to_1MB_flow_count,1BDP_to_1MB_slowdown_mean,1BDP_to_1MB_slowdown_p95,1BDP_to_1MB_slowdown_p99,8KB_to_1BDP_fct_us_mean,8KB_to_1BDP_fct_us_p95,8KB_to_1BDP_fct_us_p99,8KB_to_1BDP_flow_count,8KB_to_1BDP_slowdown_mean,8KB_to_1BDP_slowdown_p95,8KB_to_1BDP_slowdown_p99,arm,cdf,completion_releases,elapsed_seconds,failures,flow_count,flow_sha256,git_sha,grant_binding_rate_changes,grant_binding_updates,grant_bytes_sent,grant_event_rate_changes,grants_received,grants_sent,gt_1MB_fct_us_mean,gt_1MB_fct_us_p95,gt_1MB_fct_us_p99,gt_1MB_flow_count,gt_1MB_slowdown_mean,gt_1MB_slowdown_p95,gt_1MB_slowdown_p99,guard_adaptive_grant_updates,guard_grant_refresh_bdps,guard_min_share_fraction,guard_rebalance_events,guard_remaining_aware,guard_remaining_exponent,guard_remaining_refresh_events,guard_sender_srpt_enabled,guard_sender_srpt_forced_rr,guard_sender_srpt_non_rr,guard_sender_srpt_selections,guard_srpt_quantum_packets,guard_tail_bypass_bdps,guard_tail_bypass_enabled,guard_tail_bypass_feedbacks,guard_tail_bypass_flows,homa_completion_notices_received,homa_completion_notices_sent,homa_data_bytes,homa_data_packets,homa_grants_received,homa_grants_sent,homa_max_pending_messages,homa_messages_completed,homa_messages_tracked,homa_resends_received,homa_resends_sent,homa_retransmit_packets,hpcc_actual_rate_changes,hpcc_fast_computations,hpcc_feedback_updates,hpcc_full_computations,hpcc_rate_updates_applied,hpcc_valid_feedback,int_hops_after_strip,int_hops_before_strip,int_records_stripped,irn_nacks_generated,irn_nacks_received,irn_retransmit_bytes,irn_retransmit_packets,le_8KB_fct_us_mean,le_8KB_fct_us_p95,le_8KB_fct_us_p99,le_8KB_flow_count,le_8KB_slowdown_mean,le_8KB_slowdown_p95,le_8KB_slowdown_p99,long_to_small_slowdown_mean_ratio,max_active_flows,output_bytes,output_dir,output_id,overall_fct_us_mean,overall_fct_us_p95,overall_fct_us_p99,overall_flow_count,overall_slowdown_mean,overall_slowdown_p95,overall_slowdown_p99,passed,pfc_cumulative_pause_ns,pfc_matched_intervals,pfc_max_pause_ns,pfc_pause_count,pfc_pause_events,pfc_resume_count,pfc_resume_events,pfc_unmatched_pauses,pfc_unmatched_resumes,proactive_releases,queue_bytes_max,queue_bytes_mean,queue_bytes_p95,queue_bytes_p99,queue_sample_count,reactive_binding_rate_changes,reactive_binding_updates,recovery_nacks_generated,recovery_nacks_received,registrations,seed,selected_registrations,switch_drops_egress,switch_drops_ingress,switch_drops_total,tie_binding_rate_changes,tie_binding_updates,timeout_recoveries,workload
43.02761946902655,101.92960000000002,156.6199199999999,113.0,1.1889707598977322,1.6738873150428921,2.398303634203119,8.95146912242687,14.246599999999999,17.503379999999996,923.0,1.0306552484324325,1.129623124326615,1.3547051843694249,guard,AliStorage2019,0.0,2,[],3671,78c6fa375a8f2d3c3eb1a72f00fb4263c5f5d6d96bfbf9d7526998949b75bbd3,7314b3e8e6f2bac5ff0676bfeb50f23bbdb161a5,1.0,87.0,198434.0,810.0,2111.0,2111.0,233.9473653846154,430.12385000000006,600.0659600000004,52.0,1.6589305848428384,2.969877790521463,4.071558162471613,0.0,1.0,0.0,0.0,1.0,1.0,1434.0,1.0,70.0,17710.0,158805.0,64.0,8.0,1.0,9029.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1191.0,288.0,288.0,323.0,21766.0,41079.0,19313.0,0.0,0.0,0.0,0.0,6.984871854432829,9.057799999999999,9.279259999999999,2583.0,1.0062268104274956,1.0271803396756582,1.0618025673947158,1.6486646625307484,4.0,1233643,mix/output/572051347,572051347,11.803735766821031,15.531500000000001,158.7858,3671.0,1.0272396436713778,1.1001176044940295,1.4084008472185956,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,198380.0,763.614,0.0,20710.0,160000.0,11.0,11.0,0.0,0.0,214.0,21,214.0,0.0,0.0,0.0,0.0,190.0,0.0,AliStorage30
43.40363716814159,105.22320000000002,140.73051999999998,113.0,1.2162167212750092,1.7797723717046154,2.2981423694930405,9.065894907908993,14.613500000000002,18.218899999999998,923.0,1.0423557446146123,1.1506967110940212,1.3692145401160014,homa,AliStorage2019,0.0,2,[],3671,78c6fa375a8f2d3c3eb1a72f00fb4263c5f5d6d96bfbf9d7526998949b75bbd3,7314b3e8e6f2bac5ff0676bfeb50f23bbdb161a5,0.0,0.0,0.0,0.0,0.0,0.0,221.98548076923078,414.1133000000001,541.6481200000003,52.0,1.5692435568578698,2.9126301724591808,3.39079768124576,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,64.0,8.0,1.0,0.0,0.0,3671.0,3671.0,156970432.0,158805.0,108305.0,108305.0,4.0,3671.0,3671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.013838559814169,9.123,9.337159999999999,2583.0,1.0095686692976324,1.0371568798108772,1.0743608807390213,1.5543703014769754,0.0,416083,mix/output/448358756,448358756,11.695020975211113,15.9465,159.42290000000008,3671.0,1.0321011657683892,1.1163700936320342,1.4558267824146935,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264843.0,1653.685,3336.0,57824.0,160000.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AliStorage30
50.06649557522124,133.75300000000001,183.71351999999993,113.0,1.4077878568286415,2.2240572545019455,3.464923167593817,9.958455037919828,17.3569,26.553839999999994,923.0,1.1388158379004039,1.5493703028246864,2.1146484879095895,hpcc,AliStorage2019,0.0,2,[],3671,78c6fa375a8f2d3c3eb1a72f00fb4263c5f5d6d96bfbf9d7526998949b75bbd3,7314b3e8e6f2bac5ff0676bfeb50f23bbdb161a5,0.0,0.0,0.0,0.0,0.0,0.0,259.44255769230773,504.11140000000034,619.8147100000001,52.0,1.8290488209801645,3.001180805576457,4.2254088190203625,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,64.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2077.0,0.0,6423.0,2752.0,2752.0,6423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2704425087108016,9.814900000000002,12.521679999999986,2583.0,1.0464024165629922,1.1613161143713937,1.6526001188135444,1.7479401729478499,0.0,435138,mix/output/983490814,983490814,12.835667120675565,19.014,182.82270000000028,3671.0,1.091848277547504,1.4421951777441073,2.163441997846392,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213589.0,801.844,0.0,22277.0,160000.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AliStorage30
42.46429245283019,118.2145,200.21525000000008,106.0,1.2163243622255406,1.6943684143435953,2.3657235428494885,9.028802950474184,14.4438,17.1192,949.0,1.0290234250176826,1.1184155358400618,1.2864395695705595,guard,AliStorage2019,0.0,2,[],3609,e672b11defd6a7a676bef5ef8f2bc2ce3b08b2e6b483c56cb164ed297c007b4b,7314b3e8e6f2bac5ff0676bfeb50f23bbdb161a5,0.0,19.0,153502.0,513.0,1633.0,1633.0,211.28948837209302,386.80229999999995,440.82674,43.0,1.5905217225345043,2.5867762726587684,2.796238250858935,0.0,1.0,0.0,0.0,1.0,1.0,1144.0,1.0,63.0,12891.0,135067.0,64.0,8.0,1.0,7753.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,824.0,176.0,176.0,204.0,17652.0,33860.0,16208.0,0.0,0.0,0.0,0.0,6.958144563918758,9.026,9.256400000000003,2511.0,1.0054216976308075,1.025027201723176,1.0654240508431982,1.5819448956417355,4.0,387904,mix/output/486860036,486860036,10.98002161263508,15.04199999999998,134.55644000000012,3609.0,1.0247935521079605,1.0888800648968426,1.445902624989395,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,227810.0,946.856,0.0,25070.0,160000.0,21.0,21.0,0.0,0.0,199.0,22,199.0,0.0,0.0,0.0,2.0,136.0,0.0,AliStorage30
40.736943396226415,107.13425,155.86960000000002,106.0,1.2113773760108368,1.7616319154480449,2.2908086668443297,9.119840885142255,14.831800000000003,18.05951999999999,949.0,1.0379585036352987,1.1420968698932912,1.2802469798036,homa,AliStorage2019,0.0,2,[],3609,e672b11defd6a7a676bef5ef8f2bc2ce3b08b2e6b483c56cb164ed297c007b4b,7314b3e8e6f2bac5ff0676bfeb50f23bbdb161a5,0.0,0.0,0.0,0.0,0.0,0.0,200.18099999999998,355.9521,422.69723999999985,43.0,1.5088185467292676,2.453222321703535,2.8141819770895777,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,64.0,8.0,1.0,0.0,0.0,3609.0,3609.0,133268353.0,135067.0,85631.0,85631.0,4.0,3609.0,3609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9802373556352055,9.077,9.289400000000002,2511.0,1.007625008193943,1.0319627438803067,1.0673239482411083,1.4974008529558618,0.0,394771,mix/output/854242437,854242437,10.836243834857301,15.032599999999995,135.62576000000013,3609.0,1.0275572776091428,1.0988315069726196,1.4697151301599507,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343608.0,1386.407,1112.0,46704.0,160000.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AliStorage30
53.062622641509435,170.052,309.29565,106.0,1.4736969779048341,2.6675514898561357,3.9645232508149,9.913422550052687,17.489600000000003,26.9578,949.0,1.1209459304068354,1.4936824295882136,2.1368239756755285,hpcc,AliStorage2019,0.0,2,[],3609,e672b11defd6a7a676bef5ef8f2bc2ce3b08b2e6b483c56cb164ed297c007b4b,7314b3e8e6f2bac5ff0676bfeb50f23bbdb161a5,0.0,0.0,0.0,0.0,0.0,0.0,223.707,416.4645999999999,456.4113,43.0,1.6900954643542814,2.9717798352148863,3.0765738941208975,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,64.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1619.0,0.0,5739.0,2130.0,2130.0,5739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.225274790919952,9.6815,12.840400000000011,2511.0,1.042492793970011,1.153862106866392,1.6752599192782913,1.6212058962231057,0.0,410397,mix/output/159419631,159419631,11.857728456636188,18.262199999999996,154.89592000000002,3609.0,1.0835032081573652,1.3728409813291287,2.2588234084426317,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268330.0,775.986,0.0,19620.0,160000.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AliStorage30
46.97824761904762,105.7366,119.73603999999993,105.0,1.2107931348646424,1.7295960459460746,1.8957218197432224,9.147901840490796,14.52445,17.83021,978.0,1.0283900080847728,1.1152593462575031,1.3069646989814965,guard,AliStorage2019,0.0,2,[],3694,d3a11accd2a3cd2e1e1b6a1a0df5d5d2c1b6417269c2efb963cce4e38ef9aa24,7314b3e8e6f2bac5ff0676bfeb50f23bbdb161a5,0.0,24.0,164124.0,272.0,1746.0,1746.0,183.19116981132075,264.23179999999996,312.90831999999995,53.0,1.4001551942060477,2.0149551505006067,2.1365006486376377,0.0,1.0,0.0,0.0,1.0,1.0,1394.0,1.0,42.0,10811.0,158082.0,64.0,8.0,1.0,9096.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,904.0,225.0,225.0,261.0,21852.0,40836.0,18984.0,0.0,0.0,0.0,0.0,6.965725175918687,9.046,9.213719999999999,2558.0,1.0062778296465629,1.0264871360848116,1.062770378271923,1.3914200958773257,3.0,398550,mix/output/566664501,566664501,11.20920979967515,15.691799999999999,153.9831600000001,3694.0,1.0235965404971639,1.100905377962555,1.4233132504691843,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,156960.0,897.34,0.0,26160.0,160000.0,15.0,15.0,0.0,0.0,202.0,23,202.0,0.0,0.0,0.0,0.0,186.0,0.0,AliStorage30
48.223019047619054,113.14659999999998,128.81239999999997,105.0,1.2421914628890431,1.898597477827625,2.0955262498565865,9.275714723926379,15.42015,18.79157,978.0,1.0408209477019188,1.1283496618928557,1.3707292870642562,homa,AliStorage2019,0.0,2,[],3694,d3a11accd2a3cd2e1e1b6a1a0df5d5d2c1b6417269c2efb963cce4e38ef9aa24,7314b3e8e6f2bac5ff0676bfeb50f23bbdb161a5,0.0,0.0,0.0,0.0,0.0,0.0,180.37858490566038,265.1534,306.33291999999994,53.0,1.3767521302879102,2.015442739376245,2.2288953772066122,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,64.0,8.0,1.0,0.0,0.0,3694.0,3694.0,156247831.0,158082.0,106550.0,106550.0,2.0,3694.0,3694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.996008991399531,9.11515,9.312729999999998,2558.0,1.0097661470530461,1.0366196324741965,1.0865836383830798,1.3634366078778686,0.0,409943,mix/output/948126378,948126378,11.259047644829453,15.98735,147.35274000000024,3694.0,1.0298599506017263,1.112487168216563,1.457290141418455,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250200.0,1455.862,2224.0,38920.0,160000.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AliStorage30
54.081628571428574,131.2008,151.41615999999993,105.0,1.4081153447750643,2.1906357561158054,2.561119262862306,10.046051124744377,17.39685,22.680410000000002,978.0,1.1254354329972207,1.4670130555269842,1.9266172784002293,hpcc,AliStorage2019,0.0,2,[],3694,d3a11accd2a3cd2e1e1b6a1a0df5d5d2c1b6417269c2efb963cce4e38ef9aa24,7314b3e8e6f2bac5ff0676bfeb50f23bbdb161a5,0.0,0.0,0.0,0.0,0.0,0.0,198.24488679245283,298.923,336.56676,53.0,1.51451850842234,2.2070488871784613,2.3447593388945718,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,64.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1811.0,0.0,5927.0,2233.0,2233.0,5927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.223507036747459,9.6546,11.520029999999997,2558.0,1.044306466313249,1.1566030402524818,1.655814646727567,1.4502625017434745,0.0,424947,mix/output/550531605,550531605,12.043399837574446,18.018700000000003,157.69707000000065,3694.0,1.0828731419730209,1.4003937940454194,2.053598159653618,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226398.0,763.967,0.0,20710.0,160000.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AliStorage30
45.07740566037736,111.23949999999999,169.35135000000005,106.0,1.2080638507619355,1.527931183776344,2.049748597387681,9.222712525667351,15.225,17.58124,974.0,1.0319781418026412,1.1294918919522858,1.3614752140844342,guard,AliStorage2019,0.0,2,[],3709,c0b7e31d11fc62a9426c3bd76df6ed9644dc1f28732a97ba94a59985c24192d1,7314b3e8e6f2bac5ff0676bfeb50f23bbdb161a5,0.0,35.0,149930.0,365.0,1595.0,1595.0,186.937756097561,303.593,332.1118,41.0,1.4034157735589967,2.111022941343449,2.334442599051065,0.0,1.0,0.0,0.0,1.0,1.0,1187.0,1.0,23.0,7995.0,140186.0,64.0,8.0,1.0,7840.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,820.0,159.0,159.0,187.0,17620.0,34281.0,16661.0,0.0,0.0,0.0,0.0,6.965821097372488,9.041,9.19352,2588.0,1.00594497006979,1.0266007261982129,1.0609236006935088,1.3951218161184613,3.0,404710,mix/output/824716835,824716835,10.637131302237801,15.348199999999999,140.31264000000016,3709.0,1.0229514983966226,1.0950698839376667,1.3791563061054126,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,170040.0,794.186,0.0,22890.0,160000.0,9.0,9.0,0.0,0.0,207.0,24,207.0,0.0,0.0,0.0,0.0,115.0,0.0,AliStorage30
